Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2024-01-28 06:02:44,2024-01-29 02:11:38,UTC-08:00,75,66,66,34.70,94.67,4.9,1429,147,76,2024-01-28 06:02:44,2024-01-28 12:59:57,76,13.0,387,417,118,89,180,30,507,44,93,37
2024-01-27 03:24:52,2024-01-28 06:02:44,UTC-08:00,55,70,52,34.27,96.92,5.9,1907,151,76,2024-01-27 03:24:52,2024-01-27 11:29:52,87,13.2,466,484,248,83,135,18,536,73,96,30
2024-01-26 03:30:16,2024-01-27 03:24:52,UTC-08:00,13,58,73,34.59,97.00,5.9,1124,126,90,2024-01-26 03:30:16,2024-01-26 11:30:30,16,13.2,66,81,46,3,17,15,415,73,91,47
2024-01-24 23:29:39,2024-01-26 03:30:16,UTC-08:00,78,67,66,34.32,94.91,10.0,2210,137,82,2024-01-24 23:29:39,2024-01-25 07:00:19,77,13.1,373,450,85,105,183,40,488,82,83,49
2024-01-24 00:18:28,2024-01-24 23:29:39,UTC-08:00,56,68,56,33.95,95.64,4.9,1557,127,82,2024-01-24 00:18:28,2024-01-24 06:59:49,68,12.8,354,401,197,68,89,47,519,127,88,35
2024-01-22 23:59:10,2024-01-24 00:18:28,UTC-08:00,24,71,46,33.68,95.20,8.3,1890,139,83,2024-01-22 23:59:10,2024-01-23 07:00:31,51,13.5,248,296,126,59,63,48,483,127,84,34
2024-01-22 02:14:02,2024-01-22 23:59:10,UTC-08:00,25,71,55,33.39,97.83,8.9,1705,132,83,2024-01-22 02:14:02,2024-01-22 06:44:47,48,14.1,241,270,131,52,58,29,498,37,90,47
2024-01-21 03:32:01,2024-01-22 02:14:02,UTC-08:00,52,67,64,34.10,95.21,4.2,1568,114,75,2024-01-21 03:32:01,2024-01-21 11:34:21,58,13.1,290,298,118,62,110,8,498,37,97,35
2024-01-20 02:53:37,2024-01-21 03:32:01,UTC-08:00,66,66,67,33.50,96.75,4.4,1701,116,71,2024-01-20 02:53:37,2024-01-20 11:18:03,89,12.9,469,501,200,108,161,32,527,63,93,45
2024-01-19 01:44:59,2024-01-20 02:53:37,UTC-08:00,58,64,66,33.80,96.42,7.1,1852,139,80,2024-01-19 01:44:59,2024-01-19 09:54:46,82,12.2,458,489,148,133,177,31,557,93,94,46
2024-01-17 23:22:14,2024-01-19 01:44:59,UTC-08:00,37,68,52,32.90,97.53,6.8,1900,129,82,2024-01-17 23:22:14,2024-01-18 06:59:49,74,12.7,409,447,229,93,87,38,554,86,92,66
2024-01-16 23:33:38,2024-01-17 23:22:14,UTC-08:00,51,68,52,33.22,97.20,9.0,1874,135,83,2024-01-16 23:33:38,2024-01-17 06:59:12,75,12.6,411,445,192,88,131,34,546,79,92,49
2024-01-16 00:32:36,2024-01-16 23:33:38,UTC-08:00,79,65,72,33.20,95.91,8.5,1779,144,85,2024-01-16 00:32:36,2024-01-16 07:12:02,69,12.7,344,396,190,83,71,52,502,32,86,40
2024-01-15 01:20:49,2024-01-16 00:32:36,UTC-08:00,,,,,,9.9,1467,171,71,,,,,,,,,,,,,,
2024-01-14 01:19:54,2024-01-15 01:20:49,UTC-08:00,96,64,82,33.61,95.50,1.5,1356,108,70,2024-01-14 01:19:54,2024-01-14 10:53:22,91,12.9,494,573,273,72,149,79,545,84,86,55
2024-01-12 23:00:46,2024-01-14 01:19:54,UTC-08:00,,,,,,2.4,1271,110,75,,,,,,,,,,,,,,
2024-01-12 01:59:10,2024-01-12 23:00:46,UTC-08:00,83,64,76,33.60,98.00,7.9,1664,159,80,2024-01-12 01:59:10,2024-01-12 08:24:39,73,12.5,360,385,142,65,153,25,493,97,94,58
2024-01-11 00:00:24,2024-01-12 01:59:10,UTC-08:00,47,66,57,34.00,95.70,7.1,1904,136,78,2024-01-11 00:00:24,2024-01-11 07:03:23,66,12.6,386,419,177,76,133,33,581,102,93,69
2024-01-10 01:33:56,2024-01-11 00:00:24,UTC-08:00,42,66,56,34.16,97.25,12.2,2084,145,83,2024-01-10 01:33:56,2024-01-10 07:33:00,62,12.3,333,359,152,57,124,26,537,71,93,60
2024-01-09 00:25:24,2024-01-10 01:33:56,UTC-08:00,61,66,64,33.90,97.67,8.0,1885,131,81,2024-01-09 00:25:24,2024-01-09 07:01:57,77,13.1,365,394,175,88,102,29,476,57,94,46
2024-01-08 00:39:03,2024-01-09 00:25:24,UTC-08:00,95,59,85,33.50,95.00,7.0,1763,134,79,2024-01-08 00:39:03,2024-01-08 07:01:10,79,13.2,338,380,159,66,113,42,428,127,88,32
2024-01-07 01:53:31,2024-01-08 00:39:03,UTC-08:00,31,69,52,33.19,96.08,7.2,1741,146,78,2024-01-07 01:53:31,2024-01-07 06:59:41,49,13.5,266,306,149,33,84,40,547,80,87,58
2024-01-06 03:09:28,2024-01-07 01:53:31,UTC-08:00,81,63,72,33.69,96.38,8.4,1784,146,81,2024-01-06 03:09:28,2024-01-06 10:55:13,77,13.2,430,465,152,99,179,35,555,87,93,55
2024-01-05 03:37:05,2024-01-06 03:09:28,UTC-08:00,75,63,70,33.61,95.54,8.6,1790,132,82,2024-01-05 03:37:05,2024-01-05 10:28:36,69,12.6,397,411,158,77,162,14,573,108,96,41
2024-01-04 00:46:33,2024-01-05 03:37:05,UTC-08:00,33,69,45,33.70,96.00,7.2,1960,147,80,2024-01-04 00:46:33,2024-01-04 07:00:02,61,12.8,345,373,234,35,76,28,563,88,92,66
2024-01-03 00:36:50,2024-01-04 00:46:33,UTC-08:00,27,71,43,33.54,97.00,11.2,2030,138,84,2024-01-03 00:36:50,2024-01-03 07:01:51,67,13.4,353,383,169,74,110,30,529,65,92,47
2024-01-02 00:22:04,2024-01-03 00:36:50,UTC-08:00,53,67,62,33.15,96.18,7.1,1800,130,80,2024-01-02 00:22:04,2024-01-02 07:00:03,78,13.8,360,397,203,60,97,37,461,0,90,43
2024-01-01 02:32:48,2024-01-02 00:22:04,UTC-08:00,18,74,38,33.60,96.14,4.7,1532,123,78,2024-01-01 02:32:48,2024-01-01 11:22:00,100,14.2,475,529,354,62,59,54,467,0,90,67
2023-12-31 02:32:18,2024-01-01 02:32:48,UTC-08:00,51,66,65,34.00,95.58,8.6,1918,159,77,2023-12-31 02:32:18,2023-12-31 10:59:52,100,13.2,491,507,265,81,145,16,445,94,96,48
2023-12-30 03:02:33,2023-12-31 02:32:18,UTC-08:00,1,81,25,34.76,96.43,7.3,1741,128,84,2023-12-30 03:02:33,2023-12-30 08:00:14,32,14.5,185,201,69,46,70,16,586,94,95,71
2023-12-29 01:21:38,2023-12-30 03:02:33,UTC-08:00,28,67,57,33.50,95.54,14.5,2675,157,87,2023-12-29 01:21:38,2023-12-29 08:48:38,74,13.6,421,446,175,99,147,25,567,103,94,55
2023-12-28 02:51:13,2023-12-29 01:21:38,UTC-08:00,22,69,61,32.25,96.88,6.6,1635,139,81,2023-12-28 02:51:13,2023-12-28 09:04:41,62,14.3,345,373,165,89,91,28,552,89,92,71
2023-12-27 03:48:02,2023-12-28 02:51:13,UTC-08:00,42,64,73,34.09,94.89,6.1,1667,139,78,2023-12-27 03:48:02,2023-12-27 10:15:36,67,13.4,363,387,197,71,95,24,541,79,93,65
2023-12-26 04:26:06,2023-12-27 03:48:02,UTC-08:00,53,64,77,34.00,96.60,5.6,1658,131,77,2023-12-26 04:26:06,2023-12-26 12:39:15,79,13.2,466,493,168,109,189,27,589,127,94,62
2023-12-25 04:57:44,2023-12-26 04:26:06,UTC-08:00,39,63,73,33.80,90.83,5.1,1654,128,69,2023-12-25 04:57:44,2023-12-25 10:27:28,52,12.9,309,329,107,76,126,20,597,113,94,71
2023-12-24 03:35:59,2023-12-25 04:57:44,UTC-08:00,66,63,84,33.30,94.78,13.1,2374,167,80,2023-12-24 03:35:59,2023-12-24 10:03:24,61,13.0,353,384,149,80,124,31,580,116,92,78
2023-12-23 04:01:28,2023-12-24 03:35:59,UTC-08:00,56,63,81,34.20,96.38,6.7,1759,141,71,2023-12-23 04:01:28,2023-12-23 09:02:50,55,13.0,281,301,128,72,81,20,514,48,93,65
2023-12-22 01:47:47,2023-12-23 04:01:28,UTC-08:00,72,59,82,33.11,94.86,8.0,1983,136,74,2023-12-22 01:47:47,2023-12-22 10:08:10,85,12.8,443,500,164,115,164,57,518,41,88,70
2023-12-21 02:08:53,2023-12-22 01:47:47,UTC-08:00,40,63,62,33.90,95.50,11.9,2021,134,82,2023-12-21 02:08:53,2023-12-21 09:59:58,87,13.1,411,471,184,106,121,60,475,9,88,59
2023-12-20 01:11:19,2023-12-21 02:08:53,UTC-08:00,48,64,67,33.20,96.10,8.1,1920,142,74,2023-12-20 01:11:19,2023-12-20 11:05:24,97,12.8,543,594,255,110,178,51,557,70,91,74
2023-12-19 04:20:46,2023-12-20 01:11:19,UTC-08:00,,,,,,13.7,1955,150,87,,,,,,,,,,,,,,
2023-12-18 03:11:14,2023-12-19 04:20:46,UTC-08:00,45,61,62,33.10,96.73,15.8,3088,163,84,2023-12-18 03:11:14,2023-12-18 10:29:36,79,13.0,413,438,166,87,160,25,523,60,94,75
2023-12-17 02:16:04,2023-12-18 03:11:14,UTC-08:00,36,65,61,33.92,93.40,6.4,1817,140,74,2023-12-17 02:16:04,2023-12-17 10:28:45,83,12.8,454,492,219,111,124,38,547,67,92,75
2023-12-16 01:41:03,2023-12-17 02:16:04,UTC-08:00,46,59,69,33.36,95.80,12.5,2129,128,80,2023-12-16 01:41:03,2023-12-16 09:32:35,80,13.2,427,465,211,73,143,38,532,55,91,75
2023-12-15 01:32:22,2023-12-16 01:41:03,UTC-08:00,37,60,64,32.80,94.77,11.6,2088,156,79,2023-12-15 01:32:22,2023-12-15 08:30:04,78,12.6,390,417,199,80,111,27,500,23,94,69
2023-12-14 00:43:37,2023-12-15 01:32:22,UTC-08:00,30,63,61,32.80,97.25,11.7,2122,141,79,2023-12-14 00:43:37,2023-12-14 10:42:02,94,12.8,571,598,171,155,245,27,608,125,95,58
2023-12-13 02:03:36,2023-12-14 00:43:37,UTC-08:00,25,60,64,33.80,96.07,13.0,2117,132,82,2023-12-13 02:03:36,2023-12-13 07:17:00,54,12.9,290,313,101,98,91,23,541,56,93,71
2023-12-12 03:01:05,2023-12-13 02:03:36,UTC-08:00,60,59,85,33.60,96.42,13.2,2113,137,80,2023-12-12 03:01:05,2023-12-12 10:59:49,80,12.7,446,478,173,124,149,32,559,77,93,70
2023-12-11 02:04:19,2023-12-12 03:01:05,UTC-08:00,42,56,74,34.00,95.73,12.7,2238,128,80,2023-12-11 02:04:19,2023-12-11 08:01:56,68,12.7,333,355,131,76,126,22,489,25,94,57
2023-12-10 03:48:14,2023-12-11 02:04:19,UTC-08:00,67,58,90,34.00,98.17,6.1,1623,147,70,2023-12-10 03:48:14,2023-12-10 11:09:29,91,12.7,404,441,125,117,162,37,445,69,93,44
2023-12-09 04:35:25,2023-12-10 03:48:14,UTC-08:00,53,56,84,34.34,97.09,6.1,1692,142,72,2023-12-09 04:35:25,2023-12-09 11:19:10,72,13.0,362,401,152,93,117,39,502,39,91,38
2023-12-08 01:20:31,2023-12-09 04:35:25,UTC-08:00,42,56,74,33.70,95.16,5.9,1950,120,70,2023-12-08 01:20:31,2023-12-08 08:42:17,84,13.0,409,439,235,65,109,30,488,0,93,69
2023-12-06 22:19:11,2023-12-08 01:20:31,UTC-08:00,51,54,81,33.34,94.11,13.9,2678,136,76,2023-12-06 22:19:11,2023-12-07 09:38:50,100,13.1,644,679,290,147,207,35,557,94,95,45
2023-12-06 01:25:37,2023-12-06 22:19:11,UTC-08:00,51,57,89,34.37,91.40,5.6,1474,119,73,2023-12-06 01:25:37,2023-12-06 07:15:03,63,13.5,315,349,140,73,102,34,504,40,91,72
2023-12-05 02:19:19,2023-12-06 01:25:37,UTC-08:00,77,51,106,33.19,95.27,6.7,1682,154,71,2023-12-05 02:19:19,2023-12-05 09:29:59,83,13.5,386,430,223,77,86,44,467,0,89,66
2023-12-04 02:56:17,2023-12-05 02:19:19,UTC-08:00,70,55,104,33.40,94.96,8.9,1828,156,74,2023-12-04 02:56:17,2023-12-04 09:29:57,100,13.8,358,393,179,47,132,35,342,0,91,44
2023-12-03 01:47:09,2023-12-04 02:56:17,UTC-08:00,55,60,89,33.90,94.78,6.9,1893,147,69,2023-12-03 01:47:09,2023-12-03 10:17:07,100,14.2,497,509,257,78,162,12,464,0,97,68
2023-12-02 01:08:08,2023-12-03 01:47:09,UTC-08:00,63,59,82,34.00,95.50,6.8,1807,143,70,2023-12-02 01:08:08,2023-12-02 12:16:17,100,13.4,576,668,315,100,161,92,468,0,87,61
2023-12-01 01:40:49,2023-12-02 01:08:08,UTC-08:00,81,57,99,33.98,94.88,9.3,1848,182,75,2023-12-01 01:40:49,2023-12-01 08:32:16,100,13.6,381,411,193,78,110,30,259,76,93,60
2023-11-30 01:01:51,2023-12-01 01:40:49,UTC-08:00,19,66,57,34.39,94.75,10.4,1982,184,69,2023-11-30 01:01:51,2023-11-30 04:11:48,54,14.2,177,189,81,47,49,12,331,109,94,49
2023-11-29 00:55:05,2023-11-30 01:01:51,UTC-08:00,85,50,127,32.80,96.40,4.9,1684,133,64,2023-11-29 00:55:05,2023-11-29 07:05:03,61,13.2,341,369,167,55,119,28,559,89,93,52
2023-11-28 01:55:41,2023-11-29 00:55:05,UTC-08:00,88,55,113,34.30,96.50,9.4,1902,157,74,2023-11-28 01:55:41,2023-11-28 07:10:02,63,12.9,304,314,134,43,127,10,484,21,96,73
2023-11-27 03:01:58,2023-11-28 01:55:41,UTC-08:00,98,55,118,34.58,95.92,5.8,1641,122,69,2023-11-27 03:01:58,2023-11-27 11:19:56,93,12.9,465,497,229,59,177,32,499,36,93,73
2023-11-26 01:17:47,2023-11-27 03:01:58,UTC-08:00,41,65,67,34.10,95.63,5.7,1839,126,70,2023-11-26 01:17:47,2023-11-26 10:09:53,90,13.7,493,532,338,51,104,39,549,78,92,75
2023-11-25 03:03:58,2023-11-26 01:17:47,UTC-08:00,41,65,70,34.30,97.27,10.1,1878,156,76,2023-11-25 03:03:58,2023-11-25 09:09:45,68,13.4,333,365,184,67,82,32,490,25,91,72
2023-11-24 02:26:58,2023-11-25 03:03:58,UTC-08:00,61,63,79,33.10,97.77,7.2,1835,169,69,2023-11-24 02:26:58,2023-11-24 10:38:12,92,13.6,446,491,181,99,166,45,486,16,92,71
2023-11-23 01:41:07,2023-11-24 02:26:58,UTC-08:00,20,68,63,34.29,96.38,9.8,2037,156,78,2023-11-23 01:41:07,2023-11-23 10:03:24,95,14.7,441,502,230,93,118,61,466,112,87,65
2023-11-22 01:15:47,2023-11-23 01:41:07,UTC-08:00,52,64,81,33.39,97.65,6.6,1807,132,72,2023-11-22 01:15:47,2023-11-22 07:09:04,59,13.2,328,353,103,101,124,25,554,93,93,64
2023-11-21 01:56:08,2023-11-22 01:15:47,UTC-08:00,64,62,83,32.53,97.00,4.2,1612,114,68,2023-11-21 01:56:08,2023-11-21 08:30:25,66,13.4,369,394,163,80,126,25,556,88,93,79
2023-11-20 03:35:07,2023-11-21 01:56:08,UTC-08:00,79,58,89,33.62,95.08,8.5,1696,132,79,2023-11-20 03:35:07,2023-11-20 09:59:39,66,12.9,349,384,140,74,135,35,527,63,91,86
2023-11-19 02:58:04,2023-11-20 03:35:07,UTC-08:00,42,63,69,32.80,97.13,6.3,1775,127,75,2023-11-19 02:58:04,2023-11-19 10:29:53,77,13.0,418,451,171,90,157,33,545,64,92,83
2023-11-18 03:14:48,2023-11-19 02:58:04,UTC-08:00,66,60,82,33.84,98.17,12.5,2164,163,78,2023-11-18 03:14:48,2023-11-18 10:47:06,77,13.1,422,451,126,124,172,29,551,74,94,73
2023-11-17 02:47:14,2023-11-18 03:14:48,UTC-08:00,62,59,80,34.10,97.14,11.8,2061,139,79,2023-11-17 02:47:14,2023-11-17 09:59:50,73,12.6,402,432,119,102,181,30,550,70,93,73
2023-11-16 01:39:04,2023-11-17 02:47:14,UTC-08:00,60,60,77,33.87,96.63,12.4,2177,136,79,2023-11-16 01:39:04,2023-11-16 09:59:55,81,12.8,469,500,149,113,207,31,578,106,94,72
2023-11-15 01:42:07,2023-11-16 01:39:04,UTC-08:00,34,60,62,32.30,95.12,10.3,1889,136,78,2023-11-15 01:42:07,2023-11-15 07:14:44,59,12.9,301,332,125,61,115,31,514,35,91,68
2023-11-14 02:33:39,2023-11-15 01:42:07,UTC-08:00,48,59,70,33.70,94.50,12.1,1972,130,78,2023-11-14 02:33:39,2023-11-14 11:04:07,90,12.9,472,507,203,112,157,35,528,56,93,62
2023-11-13 01:24:46,2023-11-14 02:33:39,UTC-08:00,75,61,88,33.40,97.35,10.1,2042,129,77,2023-11-13 01:24:46,2023-11-13 09:29:49,84,13.2,453,485,218,82,153,32,542,78,94,51
2023-11-12 03:34:28,2023-11-13 01:24:46,UTC-08:00,82,59,93,33.82,96.63,6.4,1596,128,73,2023-11-12 03:34:28,2023-11-12 11:26:55,78,12.6,425,472,168,107,150,47,548,84,90,32
2023-11-11 00:11:14,2023-11-12 03:34:28,UTC-08:00,24,69,54,33.42,93.31,6.4,1961,129,77,2023-11-11 00:11:14,2023-11-11 06:57:23,69,12.7,376,406,139,86,151,30,546,66,93,81
2023-11-10 00:04:09,2023-11-11 00:11:14,UTC-08:00,70,58,87,32.64,96.00,12.3,2100,132,79,2023-11-10 00:04:09,2023-11-10 07:23:00,80,12.5,401,438,199,96,106,37,505,25,91,65
2023-11-08 23:49:18,2023-11-10 00:04:09,UTC-08:00,50,59,79,32.60,95.30,12.2,2137,154,77,2023-11-08 23:49:18,2023-11-09 09:30:53,93,12.5,527,581,222,131,174,54,567,81,90,58
2023-11-07 23:04:53,2023-11-08 23:49:18,UTC-08:00,48,60,78,33.34,94.88,13.4,2404,140,79,2023-11-07 23:04:53,2023-11-08 07:09:54,77,12.7,431,485,240,78,113,54,557,87,89,56
2023-11-06 22:41:45,2023-11-07 23:04:53,UTC-08:00,53,60,81,34.00,95.33,10.0,1959,139,75,2023-11-06 22:41:45,2023-11-07 06:29:55,76,12.5,431,468,103,136,192,37,566,84,92,34
2023-11-06 00:19:50,2023-11-06 22:41:45,UTC-08:00,66,57,90,33.30,95.14,12.7,2089,163,79,2023-11-06 00:19:50,2023-11-06 06:29:28,67,13.1,339,369,129,71,139,30,508,47,91,55
2023-11-05 03:57:53,2023-11-06 01:19:50,UTC-07:00,83,53,93,32.43,97.04,4.7,1500,123,66,2023-11-05 03:57:53,2023-11-05 12:07:41,86,12.9,446,489,165,99,182,43,519,57,91,57
2023-11-04 02:21:50,2023-11-05 03:57:53,UTC-07:00,77,62,87,33.50,96.67,5.0,1801,124,69,2023-11-04 02:21:50,2023-11-04 11:32:11,85,13.2,511,550,228,102,181,39,600,127,94,52
2023-11-03 08:34:44,2023-11-04 02:21:50,UTC-07:00,29,49,103,33.70,97.00,10.5,1495,147,82,2023-11-03 08:34:44,2023-11-03 11:39:47,34,12.1,176,185,119,30,27,9,522,56,97,24
2023-11-02 01:48:22,2023-11-03 08:34:44,UTC-07:00,84,56,100,33.50,96.75,8.2,2269,125,72,2023-11-02 01:48:22,2023-11-02 09:59:36,84,12.5,471,491,148,94,229,20,558,93,95,75
2023-11-01 01:18:34,2023-11-02 01:48:22,UTC-07:00,44,63,78,32.10,95.83,7.1,1788,132,77,2023-11-01 01:18:34,2023-11-01 07:31:33,64,13.1,338,372,210,61,67,34,526,41,90,83
2023-10-31 01:10:55,2023-11-01 01:18:34,UTC-07:00,94,56,110,32.92,93.93,13.2,2276,141,79,2023-10-31 01:10:55,2023-10-31 09:29:50,88,13.6,465,498,224,63,178,33,530,67,93,75
2023-10-30 01:02:39,2023-10-31 01:10:55,UTC-07:00,66,62,92,33.84,96.55,5.6,1717,123,67,2023-10-30 01:02:39,2023-10-30 09:43:41,82,13.1,488,521,243,104,141,33,594,127,93,65
2023-10-29 05:32:55,2023-10-30 01:02:39,UTC-07:00,41,50,102,34.10,100.00,8.1,1552,151,73,2023-10-29 05:32:55,2023-10-29 09:29:24,40,12.7,212,235,77,49,86,23,532,66,91,60
2023-10-28 02:52:21,2023-10-29 05:32:55,UTC-07:00,91,57,103,33.08,96.08,8.0,2011,150,69,2023-10-28 02:52:21,2023-10-28 09:59:39,74,12.8,381,427,162,74,145,46,514,44,91,78
2023-10-27 02:25:32,2023-10-28 02:52:21,UTC-07:00,86,54,95,33.26,93.15,9.6,1905,141,76,2023-10-27 02:25:32,2023-10-27 09:56:17,86,12.5,429,449,195,106,128,20,499,31,96,76
2023-10-26 01:41:34,2023-10-27 02:25:32,UTC-07:00,73,57,89,33.50,97.00,8.8,1891,133,74,2023-10-26 01:41:34,2023-10-26 10:29:49,91,12.5,487,528,174,111,202,41,536,69,92,77
2023-10-25 01:26:29,2023-10-26 01:41:34,UTC-07:00,74,58,89,33.54,94.00,8.4,1843,129,76,2023-10-25 01:26:29,2023-10-25 07:32:16,70,12.9,329,365,138,78,113,36,469,0,91,81
2023-10-24 01:37:53,2023-10-25 01:26:29,UTC-07:00,93,57,100,33.20,96.04,9.3,1887,135,74,2023-10-24 01:37:53,2023-10-24 10:54:58,100,13.1,509,557,270,81,158,48,483,17,91,77
2023-10-23 01:43:34,2023-10-24 01:37:53,UTC-07:00,76,57,89,33.77,97.05,7.7,1750,124,75,2023-10-23 01:43:34,2023-10-23 10:29:24,95,13.1,478,524,241,99,138,46,506,25,91,61
2023-10-22 03:25:42,2023-10-23 01:43:34,UTC-07:00,88,54,97,33.41,96.05,12.3,1977,182,71,2023-10-22 03:25:42,2023-10-22 11:55:12,92,12.9,471,508,154,105,212,37,511,41,93,53
2023-10-21 00:26:27,2023-10-22 03:25:42,UTC-07:00,57,58,75,32.87,96.93,9.3,2111,170,69,2023-10-21 00:26:27,2023-10-21 09:51:14,89,12.7,513,564,208,111,194,51,578,113,90,66
2023-10-20 03:14:38,2023-10-21 00:26:27,UTC-07:00,47,58,77,32.53,95.50,7.4,1588,136,77,2023-10-20 03:14:38,2023-10-20 08:30:28,57,13.1,300,315,106,61,133,15,527,46,96,70
2023-10-19 00:43:13,2023-10-20 03:14:38,UTC-07:00,58,56,80,33.20,94.50,12.5,2255,177,75,2023-10-19 00:43:13,2023-10-19 09:59:50,88,12.6,519,556,187,130,202,37,591,127,93,66
2023-10-18 03:08:48,2023-10-19 00:43:13,UTC-07:00,15,64,52,34.20,94.25,6.6,1583,138,78,2023-10-18 03:08:48,2023-10-18 07:14:56,41,13.0,220,246,106,51,63,23,533,41,89,74
2023-10-17 02:06:15,2023-10-18 03:08:48,UTC-07:00,54,59,81,33.83,94.54,14.4,2374,187,80,2023-10-17 02:06:15,2023-10-17 10:02:35,87,13.3,446,473,182,99,165,27,510,45,94,80
2023-10-16 01:12:24,2023-10-17 02:06:15,UTC-07:00,75,56,91,32.33,92.17,6.9,1805,137,76,2023-10-16 01:12:24,2023-10-16 09:03:02,86,13.4,427,467,249,73,105,40,498,32,91,78
2023-10-15 02:15:19,2023-10-16 01:12:24,UTC-07:00,77,54,93,33.40,97.10,8.3,1777,140,74,2023-10-15 02:15:19,2023-10-15 09:42:49,89,13.3,422,447,176,115,131,25,472,9,94,72
2023-10-14 00:44:31,2023-10-15 02:15:19,UTC-07:00,73,58,87,33.68,94.63,5.5,1819,124,68,2023-10-14 00:44:31,2023-10-14 10:51:07,98,13.1,575,606,254,99,222,31,589,127,94,60
2023-10-13 03:06:22,2023-10-14 00:44:31,UTC-07:00,39,59,75,33.60,96.90,4.7,1511,117,75,2023-10-13 03:06:22,2023-10-13 08:44:17,53,13.1,295,334,131,77,87,39,554,92,88,77
2023-10-12 02:02:38,2023-10-13 03:06:22,UTC-07:00,74,59,88,33.90,96.00,4.6,1733,121,73,2023-10-12 02:02:38,2023-10-12 09:59:55,76,12.8,453,477,117,124,212,24,597,127,95,73
2023-10-11 02:23:48,2023-10-12 02:02:38,UTC-07:00,41,60,74,33.30,95.70,9.3,1848,140,78,2023-10-11 02:23:48,2023-10-11 07:24:42,52,13.5,279,300,126,78,75,21,537,74,93,81
2023-10-10 02:35:54,2023-10-11 02:23:48,UTC-07:00,73,58,88,33.18,95.71,4.9,1669,138,73,2023-10-10 02:35:54,2023-10-10 10:00:02,72,14.1,391,444,192,94,105,53,541,77,88,79
2023-10-09 03:48:21,2023-10-10 02:35:54,UTC-07:00,81,56,91,34.20,96.30,6.3,1643,131,76,2023-10-09 03:48:21,2023-10-09 10:41:14,71,13.5,374,412,160,87,127,38,529,67,91,71
2023-10-08 03:31:59,2023-10-09 03:48:21,UTC-07:00,54,64,68,34.10,97.08,4.9,1711,138,68,2023-10-08 03:31:59,2023-10-08 11:14:23,80,13.6,427,459,212,93,122,32,532,61,93,60
2023-10-07 02:12:08,2023-10-08 03:31:59,UTC-07:00,74,62,82,34.30,96.13,10.0,2053,145,80,2023-10-07 02:12:08,2023-10-07 10:20:58,83,13.3,450,488,160,104,186,38,546,74,92,68
2023-10-05 23:43:53,2023-10-07 02:12:08,UTC-07:00,59,63,74,34.10,95.89,10.1,2079,129,78,2023-10-05 23:43:53,2023-10-06 08:29:14,80,13.8,461,523,241,112,108,62,577,104,88,52
2023-10-05 02:38:19,2023-10-05 23:43:53,UTC-07:00,23,72,53,34.19,95.70,10.7,1772,152,83,2023-10-05 02:38:19,2023-10-05 10:53:24,73,13.4,449,495,164,99,186,46,612,127,91,73
2023-10-04 02:16:54,2023-10-05 02:38:19,UTC-07:00,5,73,52,34.02,97.00,13.1,2269,139,89,2023-10-04 02:16:54,2023-10-04 07:00:01,42,14.1,242,282,148,30,64,40,573,91,86,87
2023-10-03 02:25:51,2023-10-04 02:16:54,UTC-07:00,40,62,66,32.70,91.88,12.7,2162,150,83,2023-10-03 02:25:51,2023-10-03 09:59:36,69,13.4,402,453,173,96,133,51,585,72,88,82
2023-10-02 02:57:10,2023-10-03 02:25:51,UTC-07:00,40,62,66,33.30,96.10,17.5,2577,199,85,2023-10-02 02:57:10,2023-10-02 09:59:40,73,13.3,382,422,180,91,111,40,526,29,91,84
2023-10-01 02:51:26,2023-10-02 02:57:10,UTC-07:00,54,59,73,32.80,96.59,15.1,2215,193,75,2023-10-01 02:51:26,2023-10-01 11:10:50,91,13.4,454,496,197,100,157,42,500,36,91,77
2023-09-30 01:38:49,2023-10-01 02:51:26,UTC-07:00,51,60,80,33.10,96.67,6.5,1835,132,71,2023-09-30 01:38:49,2023-09-30 11:02:38,90,13.0,524,563,190,121,213,39,580,96,93,70
2023-09-29 03:05:35,2023-09-30 01:38:49,UTC-07:00,46,59,78,32.90,98.46,13.1,2127,136,80,2023-09-29 03:05:35,2023-09-29 10:29:42,74,12.7,421,444,122,110,189,23,570,90,95,70
2023-09-28 01:14:31,2023-09-29 03:05:35,UTC-07:00,39,60,72,32.64,96.30,12.3,2214,138,80,2023-09-28 01:14:31,2023-09-28 09:29:36,76,12.6,453,493,182,101,170,40,594,127,92,62
2023-09-27 03:22:55,2023-09-28 01:14:31,UTC-07:00,15,64,62,33.10,98.67,8.1,1660,134,82,2023-09-27 03:22:55,2023-09-27 07:09:47,37,12.9,199,226,105,16,78,27,540,59,88,77
2023-09-26 03:01:43,2023-09-27 03:22:55,UTC-07:00,76,55,101,33.30,92.94,12.3,2155,158,78,2023-09-26 03:01:43,2023-09-26 10:46:31,82,12.4,430,464,196,76,158,34,523,59,92,74
