Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-01-10 01:33:56,2024-01-11 00:00:24,UTC-08:00,2024-01-10 01:33:56,2024-01-10 07:33:00,62,12.3,333,359,152,57,124,26,537,71,93,60,false
2024-01-09 00:25:24,2024-01-10 01:33:56,UTC-08:00,2024-01-09 00:25:24,2024-01-09 07:01:57,77,13.1,365,394,175,88,102,29,476,57,94,46,false
2024-01-08 00:39:03,2024-01-09 00:25:24,UTC-08:00,2024-01-08 10:45:12,2024-01-08 11:45:12,9,12.6,45,60,38,7,0,15,519,57,100,,true
2024-01-08 00:39:03,2024-01-09 00:25:24,UTC-08:00,2024-01-08 00:39:03,2024-01-08 07:01:10,79,13.2,338,380,159,66,113,42,428,127,88,32,false
2024-01-07 01:53:31,2024-01-08 00:39:03,UTC-08:00,2024-01-07 14:15:36,2024-01-07 17:15:36,28,15.0,163,180,71,18,74,17,591,127,91,,true
2024-01-07 01:53:31,2024-01-08 00:39:03,UTC-08:00,2024-01-07 01:53:31,2024-01-07 06:59:41,49,13.5,266,306,149,33,84,40,547,80,87,58,false
2024-01-06 03:09:28,2024-01-07 01:53:31,UTC-08:00,2024-01-06 03:09:28,2024-01-06 10:55:13,77,13.2,430,465,152,99,179,35,555,87,93,55,false
2024-01-05 03:37:05,2024-01-06 03:09:28,UTC-08:00,2024-01-05 03:37:05,2024-01-05 10:28:36,69,12.6,397,411,158,77,162,14,573,108,96,41,false
2024-01-04 00:46:33,2024-01-05 03:37:05,UTC-08:00,2024-01-04 00:46:33,2024-01-04 07:00:02,61,12.8,345,373,234,35,76,28,563,88,92,66,false
2024-01-03 00:36:50,2024-01-04 00:46:33,UTC-08:00,2024-01-03 00:36:50,2024-01-03 07:01:51,67,13.4,353,383,169,74,110,30,529,65,92,47,false
2024-01-02 00:22:04,2024-01-03 00:36:50,UTC-08:00,2024-01-02 00:22:04,2024-01-02 07:00:03,78,13.8,360,397,203,60,97,37,461,0,90,43,false
2024-01-01 02:32:48,2024-01-02 00:22:04,UTC-08:00,2024-01-01 02:32:48,2024-01-01 11:22:00,100,14.2,475,529,354,62,59,54,467,0,90,67,false
2023-12-31 02:32:18,2024-01-01 02:32:48,UTC-08:00,2023-12-31 02:32:18,2023-12-31 10:59:52,100,13.2,491,507,265,81,145,16,445,94,96,48,false
2023-12-30 03:02:33,2023-12-31 02:32:18,UTC-08:00,2023-12-30 16:49:45,2023-12-30 19:00:00,20,13.0,113,130,31,37,45,17,556,94,88,,true
2023-12-30 03:02:33,2023-12-31 02:32:18,UTC-08:00,2023-12-30 03:02:33,2023-12-30 08:00:14,32,14.5,185,201,69,46,70,16,586,94,95,71,false
2023-12-29 01:21:38,2023-12-30 03:02:33,UTC-08:00,2023-12-29 01:21:38,2023-12-29 08:48:38,74,13.6,421,446,175,99,147,25,567,103,94,55,false
2023-12-28 02:51:13,2023-12-29 01:21:38,UTC-08:00,2023-12-28 02:51:13,2023-12-28 09:04:41,62,14.3,345,373,165,89,91,28,552,89,92,71,false
2023-12-27 03:48:02,2023-12-28 02:51:13,UTC-08:00,2023-12-27 03:48:02,2023-12-27 10:15:36,67,13.4,363,387,197,71,95,24,541,79,93,65,false
2023-12-26 04:26:06,2023-12-27 03:48:02,UTC-08:00,2023-12-26 04:26:06,2023-12-26 12:39:15,79,13.2,466,493,168,109,189,27,589,127,94,62,false
2023-12-25 04:57:44,2023-12-26 04:26:06,UTC-08:00,2023-12-25 04:57:44,2023-12-25 10:27:28,52,12.9,309,329,107,76,126,20,597,113,94,71,false
2023-12-24 03:35:59,2023-12-25 04:57:44,UTC-08:00,2023-12-24 03:35:59,2023-12-24 10:03:24,61,13.0,353,384,149,80,124,31,580,116,92,78,false
2023-12-23 04:01:28,2023-12-24 03:35:59,UTC-08:00,2023-12-23 04:01:28,2023-12-23 09:02:50,55,13.0,281,301,128,72,81,20,514,48,93,65,false
2023-12-22 01:47:47,2023-12-23 04:01:28,UTC-08:00,2023-12-22 01:47:47,2023-12-22 10:08:10,85,12.8,443,500,164,115,164,57,518,41,88,70,false
2023-12-21 02:08:53,2023-12-22 01:47:47,UTC-08:00,2023-12-21 02:08:53,2023-12-21 09:59:58,87,13.1,411,471,184,106,121,60,475,9,88,59,false
2023-12-20 01:11:19,2023-12-21 02:08:53,UTC-08:00,2023-12-20 01:11:19,2023-12-20 11:05:24,97,12.8,543,594,255,110,178,51,557,70,91,74,false
2023-12-19 04:20:46,2023-12-20 01:11:19,UTC-08:00,2023-12-19 04:20:46,2023-12-19 10:30:46,,,,,,,,,,,,,false
2023-12-18 03:11:14,2023-12-19 04:20:46,UTC-08:00,2023-12-18 03:11:14,2023-12-18 10:29:36,79,13.0,413,438,166,87,160,25,523,60,94,75,false
2023-12-17 02:16:04,2023-12-18 03:11:14,UTC-08:00,2023-12-17 02:16:04,2023-12-17 10:28:45,83,12.8,454,492,219,111,124,38,547,67,92,75,false
2023-12-16 01:41:03,2023-12-17 02:16:04,UTC-08:00,2023-12-16 01:41:03,2023-12-16 09:32:35,80,13.2,427,465,211,73,143,38,532,55,91,75,false
2023-12-15 01:32:22,2023-12-16 01:41:03,UTC-08:00,2023-12-15 01:32:22,2023-12-15 08:30:04,78,12.6,390,417,199,80,111,27,500,23,94,69,false
2023-12-14 00:43:37,2023-12-15 01:32:22,UTC-08:00,2023-12-14 00:43:37,2023-12-14 10:42:02,94,12.8,571,598,171,155,245,27,608,125,95,58,false
2023-12-13 02:03:36,2023-12-14 00:43:37,UTC-08:00,2023-12-13 02:03:36,2023-12-13 07:17:00,54,12.9,290,313,101,98,91,23,541,56,93,71,false
2023-12-12 03:01:05,2023-12-13 02:03:36,UTC-08:00,2023-12-12 03:01:05,2023-12-12 10:59:49,80,12.7,446,478,173,124,149,32,559,77,93,70,false
2023-12-11 02:04:19,2023-12-12 03:01:05,UTC-08:00,2023-12-11 02:04:19,2023-12-11 08:01:56,68,12.7,333,355,131,76,126,22,489,25,94,57,false
2023-12-10 03:48:14,2023-12-11 02:04:19,UTC-08:00,2023-12-10 03:48:14,2023-12-10 11:09:29,91,12.7,404,441,125,117,162,37,445,69,93,44,false
2023-12-09 04:35:25,2023-12-10 03:48:14,UTC-08:00,2023-12-09 04:35:25,2023-12-09 11:19:10,72,13.0,362,401,152,93,117,39,502,39,91,38,false
2023-12-08 01:20:31,2023-12-09 04:35:25,UTC-08:00,2023-12-08 01:20:31,2023-12-08 08:42:17,84,13.0,409,439,235,65,109,30,488,0,93,69,false
2023-12-06 22:19:11,2023-12-08 01:20:31,UTC-08:00,2023-12-06 22:19:11,2023-12-07 09:38:50,100,13.1,644,679,290,147,207,35,557,94,95,45,false
2023-12-06 01:25:37,2023-12-06 22:19:11,UTC-08:00,2023-12-06 01:25:37,2023-12-06 07:15:03,63,13.5,315,349,140,73,102,34,504,40,91,72,false
2023-12-05 02:19:19,2023-12-06 01:25:37,UTC-08:00,2023-12-05 02:19:19,2023-12-05 09:29:59,83,13.5,386,430,223,77,86,44,467,0,89,66,false
2023-12-04 02:56:17,2023-12-05 02:19:19,UTC-08:00,2023-12-04 02:56:17,2023-12-04 09:29:57,100,13.8,358,393,179,47,132,35,342,0,91,44,false
2023-12-03 01:47:09,2023-12-04 02:56:17,UTC-08:00,2023-12-03 19:08:07,2023-12-03 21:24:38,26,13.9,122,136,80,14,28,14,464,0,94,,true
2023-12-03 01:47:09,2023-12-04 02:56:17,UTC-08:00,2023-12-03 01:47:09,2023-12-03 10:17:07,100,14.2,497,509,257,78,162,12,464,0,97,68,false
2023-12-02 01:08:08,2023-12-03 01:47:09,UTC-08:00,2023-12-02 01:08:08,2023-12-02 12:16:17,100,13.4,576,668,315,100,161,92,468,0,87,61,false
2023-12-01 01:40:49,2023-12-02 01:08:08,UTC-08:00,2023-12-01 01:40:49,2023-12-01 08:32:16,100,13.6,381,411,193,78,110,30,259,76,93,60,false
2023-11-30 01:01:51,2023-12-01 01:40:49,UTC-08:00,2023-11-30 05:45:59,2023-11-30 11:38:59,54,13.6,290,353,105,54,131,63,536,76,89,,true
2023-11-30 01:01:51,2023-12-01 01:40:49,UTC-08:00,2023-11-30 01:01:51,2023-11-30 04:11:48,54,14.2,177,189,81,47,49,12,331,109,94,49,false
2023-11-29 00:55:05,2023-11-30 01:01:51,UTC-08:00,2023-11-29 08:15:43,2023-11-29 13:10:43,42,14.7,239,294,154,32,53,55,570,109,82,,true
2023-11-29 00:55:05,2023-11-30 01:01:51,UTC-08:00,2023-11-29 00:55:05,2023-11-29 07:05:03,61,13.2,341,369,167,55,119,28,559,89,93,52,false
2023-11-28 01:55:41,2023-11-29 00:55:05,UTC-08:00,2023-11-28 01:55:41,2023-11-28 07:10:02,63,12.9,304,314,134,43,127,10,484,21,96,73,false
2023-11-27 03:01:58,2023-11-28 01:55:41,UTC-08:00,2023-11-27 03:01:58,2023-11-27 11:19:56,93,12.9,465,497,229,59,177,32,499,36,93,73,false
2023-11-26 01:17:47,2023-11-27 03:01:58,UTC-08:00,2023-11-26 01:17:47,2023-11-26 10:09:53,90,13.7,493,532,338,51,104,39,549,78,92,75,false
2023-11-25 03:03:58,2023-11-26 01:17:47,UTC-08:00,2023-11-25 03:03:58,2023-11-25 09:09:45,68,13.4,333,365,184,67,82,32,490,25,91,72,false
2023-11-24 02:26:58,2023-11-25 03:03:58,UTC-08:00,2023-11-24 02:26:58,2023-11-24 10:38:12,92,13.6,446,491,181,99,166,45,486,16,92,71,false
2023-11-23 01:41:07,2023-11-24 02:26:58,UTC-08:00,2023-11-23 01:41:07,2023-11-23 10:03:24,95,14.7,441,502,230,93,118,61,466,112,87,65,false
2023-11-22 01:15:47,2023-11-23 01:41:07,UTC-08:00,2023-11-22 09:17:53,2023-11-22 11:15:10,19,14.1,110,117,70,27,13,7,574,112,94,,true
2023-11-22 01:15:47,2023-11-23 01:41:07,UTC-08:00,2023-11-22 01:15:47,2023-11-22 07:09:04,59,13.2,328,353,103,101,124,25,554,93,93,64,false
2023-11-21 01:56:08,2023-11-22 01:15:47,UTC-08:00,2023-11-21 01:56:08,2023-11-21 08:30:25,66,13.4,369,394,163,80,126,25,556,88,93,79,false
2023-11-20 03:35:07,2023-11-21 01:56:08,UTC-08:00,2023-11-20 03:35:07,2023-11-20 09:59:39,66,12.9,349,384,140,74,135,35,527,63,91,86,false
2023-11-19 02:58:04,2023-11-20 03:35:07,UTC-08:00,2023-11-19 02:58:04,2023-11-19 10:29:53,77,13.0,418,451,171,90,157,33,545,64,92,83,false
2023-11-18 03:14:48,2023-11-19 02:58:04,UTC-08:00,2023-11-18 03:14:48,2023-11-18 10:47:06,77,13.1,422,451,126,124,172,29,551,74,94,73,false
2023-11-17 02:47:14,2023-11-18 03:14:48,UTC-08:00,2023-11-17 02:47:14,2023-11-17 09:59:50,73,12.6,402,432,119,102,181,30,550,70,93,73,false
2023-11-16 01:39:04,2023-11-17 02:47:14,UTC-08:00,2023-11-16 01:39:04,2023-11-16 09:59:55,81,12.8,469,500,149,113,207,31,578,106,94,72,false
2023-11-15 01:42:07,2023-11-16 01:39:04,UTC-08:00,2023-11-15 01:42:07,2023-11-15 07:14:44,59,12.9,301,332,125,61,115,31,514,35,91,68,false
2023-11-14 02:33:39,2023-11-15 01:42:07,UTC-08:00,2023-11-14 02:33:39,2023-11-14 11:04:07,90,12.9,472,507,203,112,157,35,528,56,93,62,false
2023-11-13 01:24:46,2023-11-14 02:33:39,UTC-08:00,2023-11-13 01:24:46,2023-11-13 09:29:49,84,13.2,453,485,218,82,153,32,542,78,94,51,false
2023-11-12 03:34:28,2023-11-13 01:24:46,UTC-08:00,2023-11-12 03:34:28,2023-11-12 11:26:55,78,12.6,425,472,168,107,150,47,548,84,90,32,false
2023-11-11 00:11:14,2023-11-12 03:34:28,UTC-08:00,2023-11-11 00:11:14,2023-11-11 06:57:23,69,12.7,376,406,139,86,151,30,546,66,93,81,false
2023-11-10 00:04:09,2023-11-11 00:11:14,UTC-08:00,2023-11-10 00:04:09,2023-11-10 07:23:00,80,12.5,401,438,199,96,106,37,505,25,91,65,false
2023-11-08 23:49:18,2023-11-10 00:04:09,UTC-08:00,2023-11-08 23:49:18,2023-11-09 09:30:53,93,12.5,527,581,222,131,174,54,567,81,90,58,false
2023-11-07 23:04:53,2023-11-08 23:49:18,UTC-08:00,2023-11-07 23:04:53,2023-11-08 07:09:54,77,12.7,431,485,240,78,113,54,557,87,89,56,false
2023-11-06 22:41:45,2023-11-07 23:04:53,UTC-08:00,2023-11-06 22:41:45,2023-11-07 06:29:55,76,12.5,431,468,103,136,192,37,566,84,92,34,false
2023-11-06 00:19:50,2023-11-06 22:41:45,UTC-08:00,2023-11-06 00:19:50,2023-11-06 06:29:28,67,13.1,339,369,129,71,139,30,508,47,91,55,false
2023-11-05 03:57:53,2023-11-06 01:19:50,UTC-07:00,2023-11-05 03:57:53,2023-11-05 12:07:41,86,12.9,446,489,165,99,182,43,519,57,91,57,false
2023-11-04 02:21:50,2023-11-05 03:57:53,UTC-07:00,2023-11-04 02:21:50,2023-11-04 11:32:11,85,13.2,511,550,228,102,181,39,600,127,94,52,false
2023-11-03 08:34:44,2023-11-04 02:21:50,UTC-07:00,2023-11-03 08:34:44,2023-11-03 11:39:47,34,12.1,176,185,119,30,27,9,522,56,97,24,false
2023-11-02 01:48:22,2023-11-03 08:34:44,UTC-07:00,2023-11-02 01:48:22,2023-11-02 09:59:36,84,12.5,471,491,148,94,229,20,558,93,95,75,false
2023-11-01 01:18:34,2023-11-02 01:48:22,UTC-07:00,2023-11-01 01:18:34,2023-11-01 07:31:33,64,13.1,338,372,210,61,67,34,526,41,90,83,false
2023-10-31 01:10:55,2023-11-01 01:18:34,UTC-07:00,2023-10-31 01:10:55,2023-10-31 09:29:50,88,13.6,465,498,224,63,178,33,530,67,93,75,false
2023-10-30 01:02:39,2023-10-31 01:10:55,UTC-07:00,2023-10-30 01:02:39,2023-10-30 09:43:41,82,13.1,488,521,243,104,141,33,594,127,93,65,false
2023-10-29 05:32:55,2023-10-30 01:02:39,UTC-07:00,2023-10-29 05:32:55,2023-10-29 09:29:24,40,12.7,212,235,77,49,86,23,532,66,91,60,false
2023-10-28 02:52:21,2023-10-29 05:32:55,UTC-07:00,2023-10-28 02:52:21,2023-10-28 09:59:39,74,12.8,381,427,162,74,145,46,514,44,91,78,false
2023-10-27 02:25:32,2023-10-28 02:52:21,UTC-07:00,2023-10-27 02:25:32,2023-10-27 09:56:17,86,12.5,429,449,195,106,128,20,499,31,96,76,false
2023-10-26 01:41:34,2023-10-27 02:25:32,UTC-07:00,2023-10-26 01:41:34,2023-10-26 10:29:49,91,12.5,487,528,174,111,202,41,536,69,92,77,false
2023-10-25 01:26:29,2023-10-26 01:41:34,UTC-07:00,2023-10-25 01:26:29,2023-10-25 07:32:16,70,12.9,329,365,138,78,113,36,469,0,91,81,false
2023-10-24 01:37:53,2023-10-25 01:26:29,UTC-07:00,2023-10-24 01:37:53,2023-10-24 10:54:58,100,13.1,509,557,270,81,158,48,483,17,91,77,false
2023-10-23 01:43:34,2023-10-24 01:37:53,UTC-07:00,2023-10-23 01:43:34,2023-10-23 10:29:24,95,13.1,478,524,241,99,138,46,506,25,91,61,false
2023-10-22 03:25:42,2023-10-23 01:43:34,UTC-07:00,2023-10-22 03:25:42,2023-10-22 11:55:12,92,12.9,471,508,154,105,212,37,511,41,93,53,false
2023-10-21 00:26:27,2023-10-22 03:25:42,UTC-07:00,2023-10-21 00:26:27,2023-10-21 09:51:14,89,12.7,513,564,208,111,194,51,578,113,90,66,false
2023-10-20 03:14:38,2023-10-21 00:26:27,UTC-07:00,2023-10-20 03:14:38,2023-10-20 08:30:28,57,13.1,300,315,106,61,133,15,527,46,96,70,false
2023-10-19 00:43:13,2023-10-20 03:14:38,UTC-07:00,2023-10-19 00:43:13,2023-10-19 09:59:50,88,12.6,519,556,187,130,202,37,591,127,93,66,false
2023-10-18 03:08:48,2023-10-19 00:43:13,UTC-07:00,2023-10-18 03:08:48,2023-10-18 07:14:56,41,13.0,220,246,106,51,63,23,533,41,89,74,false
2023-10-17 02:06:15,2023-10-18 03:08:48,UTC-07:00,2023-10-17 02:06:15,2023-10-17 10:02:35,87,13.3,446,473,182,99,165,27,510,45,94,80,false
2023-10-16 01:12:24,2023-10-17 02:06:15,UTC-07:00,2023-10-16 01:12:24,2023-10-16 09:03:02,86,13.4,427,467,249,73,105,40,498,32,91,78,false
2023-10-15 02:15:19,2023-10-16 01:12:24,UTC-07:00,2023-10-15 02:15:19,2023-10-15 09:42:49,89,13.3,422,447,176,115,131,25,472,9,94,72,false
2023-10-14 00:44:31,2023-10-15 02:15:19,UTC-07:00,2023-10-14 00:44:31,2023-10-14 10:51:07,98,13.1,575,606,254,99,222,31,589,127,94,60,false
2023-10-13 03:06:22,2023-10-14 00:44:31,UTC-07:00,2023-10-13 03:06:22,2023-10-13 08:44:17,53,13.1,295,334,131,77,87,39,554,92,88,77,false
2023-10-12 02:02:38,2023-10-13 03:06:22,UTC-07:00,2023-10-12 02:02:38,2023-10-12 09:59:55,76,12.8,453,477,117,124,212,24,597,127,95,73,false
2023-10-11 02:23:48,2023-10-12 02:02:38,UTC-07:00,2023-10-11 02:23:48,2023-10-11 07:24:42,52,13.5,279,300,126,78,75,21,537,74,93,81,false
2023-10-10 02:35:54,2023-10-11 02:23:48,UTC-07:00,2023-10-10 02:35:54,2023-10-10 10:00:02,72,14.1,391,444,192,94,105,53,541,77,88,79,false
2023-10-09 03:48:21,2023-10-10 02:35:54,UTC-07:00,2023-10-09 03:48:21,2023-10-09 10:41:14,71,13.5,374,412,160,87,127,38,529,67,91,71,false
2023-10-08 03:31:59,2023-10-09 03:48:21,UTC-07:00,2023-10-08 03:31:59,2023-10-08 11:14:23,80,13.6,427,459,212,93,122,32,532,61,93,60,false
2023-10-07 02:12:08,2023-10-08 03:31:59,UTC-07:00,2023-10-07 02:12:08,2023-10-07 10:20:58,83,13.3,450,488,160,104,186,38,546,74,92,68,false
2023-10-05 23:43:53,2023-10-07 02:12:08,UTC-07:00,2023-10-05 23:43:53,2023-10-06 08:29:14,80,13.8,461,523,241,112,108,62,577,104,88,52,false
2023-10-05 02:38:19,2023-10-05 23:43:53,UTC-07:00,2023-10-05 02:38:19,2023-10-05 10:53:24,73,13.4,449,495,164,99,186,46,612,127,91,73,false
2023-10-04 02:16:54,2023-10-05 02:38:19,UTC-07:00,2023-10-04 02:16:54,2023-10-04 07:00:01,42,14.1,242,282,148,30,64,40,573,91,86,87,false
2023-10-03 02:25:51,2023-10-04 02:16:54,UTC-07:00,2023-10-03 02:25:51,2023-10-03 09:59:36,69,13.4,402,453,173,96,133,51,585,72,88,82,false
2023-10-02 02:57:10,2023-10-03 02:25:51,UTC-07:00,2023-10-02 02:57:10,2023-10-02 09:59:40,73,13.3,382,422,180,91,111,40,526,29,91,84,false
2023-10-01 02:51:26,2023-10-02 02:57:10,UTC-07:00,2023-10-01 02:51:26,2023-10-01 11:10:50,91,13.4,454,496,197,100,157,42,500,36,91,77,false
2023-09-30 01:38:49,2023-10-01 02:51:26,UTC-07:00,2023-09-30 01:38:49,2023-09-30 11:02:38,90,13.0,524,563,190,121,213,39,580,96,93,70,false
2023-09-29 03:05:35,2023-09-30 01:38:49,UTC-07:00,2023-09-29 03:05:35,2023-09-29 10:29:42,74,12.7,421,444,122,110,189,23,570,90,95,70,false
2023-09-28 01:14:31,2023-09-29 03:05:35,UTC-07:00,2023-09-28 01:14:31,2023-09-28 09:29:36,76,12.6,453,493,182,101,170,40,594,127,92,62,false
2023-09-27 03:22:55,2023-09-28 01:14:31,UTC-07:00,2023-09-27 03:22:55,2023-09-27 07:09:47,37,12.9,199,226,105,16,78,27,540,59,88,77,false
2023-09-26 03:01:43,2023-09-27 03:22:55,UTC-07:00,2023-09-26 03:01:43,2023-09-26 10:46:31,82,12.4,430,464,196,76,158,34,523,59,92,74,false
2023-09-25 01:25:32,2023-09-26 03:01:43,UTC-07:00,2023-09-25 01:25:32,2023-09-25 09:29:34,82,12.9,422,484,278,82,62,62,516,47,87,79,false
2023-09-24 02:33:22,2023-09-25 01:25:32,UTC-07:00,2023-09-24 02:33:22,2023-09-24 10:30:11,85,13.0,427,476,312,44,71,49,500,35,90,64,false
2023-09-23 02:09:06,2023-09-24 02:33:22,UTC-07:00,2023-09-23 02:09:06,2023-09-23 12:23:23,90,12.8,505,612,279,120,106,107,560,81,82,59,false
2023-09-22 01:02:43,2023-09-23 02:09:06,UTC-07:00,2023-09-22 01:02:43,2023-09-22 10:35:40,77,13.7,425,572,266,101,58,147,552,78,74,71,false
2023-09-21 00:52:54,2023-09-22 01:02:43,UTC-07:00,2023-09-21 00:52:54,2023-09-21 09:58:27,80,13.8,487,545,258,126,103,58,610,127,91,60,false
2023-09-20 03:17:04,2023-09-21 00:52:54,UTC-07:00,2023-09-20 03:17:04,2023-09-20 07:03:56,29,16.2,171,223,124,19,28,52,582,54,76,81,false
2023-09-19 02:31:30,2023-09-20 03:17:04,UTC-07:00,2023-09-19 02:31:30,2023-09-19 10:42:44,80,13.3,429,491,156,75,198,62,539,63,88,82,false
2023-09-18 01:45:11,2023-09-19 02:31:30,UTC-07:00,2023-09-18 01:45:11,2023-09-18 09:44:52,82,12.4,442,479,146,109,187,37,541,74,92,70,false
2023-09-17 04:08:06,2023-09-18 01:45:11,UTC-07:00,2023-09-17 04:08:06,2023-09-17 10:59:33,72,12.0,379,411,140,82,157,32,528,57,93,65,false
2023-09-16 02:36:31,2023-09-17 04:08:06,UTC-07:00,2023-09-16 02:36:31,2023-09-16 10:25:38,83,12.0,430,469,129,142,159,39,519,54,92,67,false
2023-09-15 03:30:01,2023-09-16 02:36:31,UTC-07:00,2023-09-15 03:30:01,2023-09-15 10:03:12,77,12.2,367,393,167,80,120,26,476,12,93,52,false
2023-09-13 23:52:28,2023-09-15 03:30:01,UTC-07:00,2023-09-13 23:52:28,2023-09-14 09:29:44,97,12.6,532,577,223,101,208,45,551,71,92,70,false
2023-09-13 01:01:38,2023-09-13 23:52:28,UTC-07:00,2023-09-13 01:01:38,2023-09-13 06:49:38,69,12.5,320,347,94,88,138,27,462,0,92,79,false
2023-09-12 00:54:09,2023-09-13 01:01:38,UTC-07:00,2023-09-12 00:54:09,2023-09-12 09:21:44,100,12.9,466,507,163,99,204,41,466,0,92,73,false
2023-09-11 00:32:29,2023-09-12 00:54:09,UTC-07:00,2023-09-11 00:32:29,2023-09-11 09:01:59,100,13.5,472,509,182,127,163,37,462,70,92,60,false
2023-09-10 01:49:17,2023-09-11 00:32:29,UTC-07:00,2023-09-10 14:25:25,2023-09-10 15:49:03,14,14.4,73,83,33,12,28,10,535,70,94,,true
2023-09-10 01:49:17,2023-09-11 00:32:29,UTC-07:00,2023-09-10 01:49:17,2023-09-10 08:39:17,73,13.4,372,409,121,100,151,37,513,47,92,67,false
2023-09-08 22:44:40,2023-09-10 01:49:17,UTC-07:00,2023-09-08 22:44:40,2023-09-09 08:42:37,88,12.5,545,597,270,112,163,52,619,127,91,49,false
2023-09-08 01:28:04,2023-09-08 22:44:40,UTC-07:00,2023-09-08 01:28:04,2023-09-08 05:59:39,41,12.6,221,271,118,47,56,50,535,69,83,72,false
2023-09-07 01:19:17,2023-09-08 01:28:04,UTC-07:00,2023-09-07 01:19:17,2023-09-07 09:34:22,81,12.5,457,490,213,71,173,33,564,95,93,66,false
2023-09-06 00:40:56,2023-09-07 01:19:17,UTC-07:00,2023-09-06 00:40:56,2023-09-06 06:45:46,64,12.5,334,364,182,63,89,30,526,43,91,67,false
2023-09-05 02:45:23,2023-09-06 00:40:56,UTC-07:00,2023-09-05 02:45:23,2023-09-05 10:12:53,86,13.2,410,444,258,71,81,34,477,8,92,66,false
2023-09-04 02:58:48,2023-09-05 02:45:23,UTC-07:00,2023-09-04 02:58:48,2023-09-04 11:20:37,97,12.4,464,501,271,79,114,37,478,14,92,54,false
2023-09-03 01:40:09,2023-09-04 02:58:48,UTC-07:00,2023-09-03 01:40:09,2023-09-03 10:01:58,95,12.3,476,501,199,76,201,25,501,20,96,60,false
2023-09-02 00:53:58,2023-09-03 01:40:09,UTC-07:00,2023-09-02 00:53:58,2023-09-02 09:24:26,93,13.7,486,510,277,113,96,24,521,127,95,40,false
2023-09-01 01:37:37,2023-09-02 00:53:58,UTC-07:00,2023-09-01 15:09:55,2023-09-01 16:59:30,16,14.0,95,109,22,27,46,14,603,127,95,,true
2023-09-01 01:37:37,2023-09-02 00:53:58,UTC-07:00,2023-09-01 01:37:37,2023-09-01 05:03:49,33,12.5,186,206,87,20,79,20,558,68,92,64,false
2023-08-31 03:02:27,2023-09-01 01:37:37,UTC-07:00,2023-08-31 03:02:27,2023-08-31 10:43:24,70,12.0,424,460,172,115,137,36,603,127,92,68,false
2023-08-30 02:13:42,2023-08-31 03:02:27,UTC-07:00,2023-08-30 02:13:42,2023-08-30 06:29:54,42,13.1,227,256,119,49,59,29,544,68,89,71,false
2023-08-29 03:19:19,2023-08-30 02:13:42,UTC-07:00,2023-08-29 03:19:19,2023-08-29 09:59:42,70,12.6,353,400,100,91,162,47,504,36,91,66,false
2023-08-28 02:55:16,2023-08-29 03:19:19,UTC-07:00,2023-08-28 02:55:16,2023-08-28 10:03:03,84,12.9,391,427,124,98,169,36,465,0,91,60,false
2023-08-27 00:53:13,2023-08-28 02:55:16,UTC-07:00,2023-08-27 00:53:13,2023-08-27 11:09:54,100,12.5,569,616,230,133,206,47,424,45,92,49,false
2023-08-26 02:17:22,2023-08-27 00:53:13,UTC-07:00,2023-08-26 09:15:44,2023-08-26 11:08:41,18,12.7,90,108,38,22,30,18,507,45,90,,true
2023-08-25 02:17:22,2023-08-26 02:17:22,UTC-07:00,2023-08-25 02:17:22,2023-08-25 09:37:10,80,12.8,410,435,142,105,163,25,516,48,94,84,false
2023-08-24 02:37:19,2023-08-25 02:17:22,UTC-07:00,2023-08-24 02:37:19,2023-08-24 09:55:12,79,12.0,399,435,130,106,163,36,506,26,93,76,false
2023-08-23 00:51:00,2023-08-24 02:37:19,UTC-07:00,2023-08-23 00:51:00,2023-08-23 09:19:32,91,12.7,447,508,143,130,174,61,490,17,89,83,false
2023-08-22 01:25:05,2023-08-23 00:51:00,UTC-07:00,2023-08-22 01:25:05,2023-08-22 09:59:52,94,12.8,471,514,198,123,150,43,500,14,92,80,false
2023-08-21 00:29:16,2023-08-22 01:25:05,UTC-07:00,2023-08-21 00:29:16,2023-08-21 09:31:27,95,13.4,481,537,236,97,148,56,506,35,89,65,false
2023-08-20 02:44:18,2023-08-21 00:29:16,UTC-07:00,2023-08-20 02:44:18,2023-08-20 10:48:48,88,12.6,459,484,140,78,241,25,519,53,95,66,false
2023-08-19 02:06:17,2023-08-20 02:44:18,UTC-07:00,2023-08-19 02:06:17,2023-08-19 09:44:21,82,12.8,426,458,157,129,140,32,520,45,93,76,false
2023-08-18 00:31:57,2023-08-19 02:06:17,UTC-07:00,2023-08-18 00:31:57,2023-08-18 08:49:54,80,12.8,468,497,208,116,144,29,583,112,94,69,false
2023-08-17 02:09:02,2023-08-18 00:31:57,UTC-07:00,2023-08-17 02:09:02,2023-08-17 06:59:49,51,12.8,254,290,92,72,90,36,499,29,91,84,false
2023-08-16 01:44:33,2023-08-17 02:09:02,UTC-07:00,2023-08-16 01:44:33,2023-08-16 09:29:50,87,12.9,431,465,211,102,118,34,496,29,93,83,false
